feature_gene	class_gene	start	end	strand	symbol	locus_tag	feature_interval_length	attributes_gene	feature_product	class_product	product_accession_product	non-redundant_refseq_product	name_product	product_length_product	attributes_product	old_locus_tag
gene	protein_coding	1033381	1033962	+		PP_RS04700	582	old_locus_tag	CDS	with_protein	WP_010952097.1	WP_010952097.1	YceI family protein	193.0		PP_0891
gene	protein_coding	1033964	1035121	+		PP_RS04705	1158	old_locus_tag	CDS	with_protein	WP_010952098.1	WP_010952098.1	phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein	385.0		PP_0892
gene	protein_coding	1035173	1035751	+		PP_RS04710	579	old_locus_tag	CDS	with_protein	WP_049586441.1	WP_049586441.1	DJ-1/PfpI family protein	192.0		PP_0893
gene	protein_coding	1035782	1036180	-		PP_RS04715	399	old_locus_tag	CDS	with_protein	WP_010952100.1	WP_010952100.1	nuclear transport factor 2 family protein	132.0		PP_0894
gene	protein_coding	1036296	1036886	+		PP_RS04720	591	old_locus_tag	CDS	with_protein	WP_010952101.1	WP_010952101.1	GNAT family N-acetyltransferase	196.0		PP_0895
gene	protein_coding	1036883	1037755	+		PP_RS04725	873	old_locus_tag	CDS	with_protein	WP_010952102.1	WP_010952102.1	carbon-nitrogen hydrolase family protein	290.0		PP_0896
gene	protein_coding	1037871	1039394	-		PP_RS04730	1524	old_locus_tag	CDS	with_protein	WP_003255232.1	WP_003255232.1	fumarate hydratase	507.0		PP_0897
gene	protein_coding	1039644	1040564	+		PP_RS04735	921	old_locus_tag	CDS	with_protein	WP_010952104.1	WP_010952104.1	iron-sulfur-binding ferredoxin reductase	306.0		PP_0899
gene	protein_coding	1040606	1041334	-		PP_RS04740	729	old_locus_tag	CDS	with_protein	WP_010952105.1	WP_010952105.1	phosphatase PAP2 family protein	242.0		PP_0900
gene	protein_coding	1041518	1042201	+	colR	PP_RS04745	684	old_locus_tag	CDS	with_protein	WP_003255215.1	WP_003255215.1	two-component system response regulator ColR	227.0		PP_0901
gene	protein_coding	1042191	1043501	+		PP_RS04750	1311	old_locus_tag	CDS	with_protein	WP_049586445.1	WP_049586445.1	HAMP domain-containing sensor histidine kinase	436.0		PP_0902
gene	protein_coding	1043609	1044289	+		PP_RS04755	681	old_locus_tag	CDS	with_protein	WP_010952107.1	WP_010952107.1	class I SAM-dependent methyltransferase	226.0		PP_0903
gene	protein_coding	1044296	1044994	+		PP_RS04760	699	old_locus_tag	CDS	with_protein	WP_049586448.1	WP_049586448.1	lipopolysaccharide kinase InaA family protein	232.0		PP_0904
gene	protein_coding	1044994	1045227	+		PP_RS04765	234	old_locus_tag	CDS	with_protein	WP_010952109.1	WP_010952109.1	hypothetical protein	77.0		PP_0905
gene	protein_coding	1045333	1048377	-		PP_RS04770	3045	old_locus_tag	CDS	with_protein	WP_010952110.1	WP_010952110.1	multidrug efflux RND transporter permease subunit	1014.0		PP_0906
gene	protein_coding	1048379	1049536	-		PP_RS04775	1158	old_locus_tag	CDS	with_protein	WP_049586450.1	WP_049586450.1	efflux RND transporter periplasmic adaptor subunit	385.0		PP_0907
gene	protein_coding	1049755	1050852	-		PP_RS04780	1098	old_locus_tag	CDS	with_protein	WP_010952112.1	WP_010952112.1	DUF1513 domain-containing protein	365.0		PP_0908
gene	protein_coding	1050855	1051919	-		PP_RS04785	1065	old_locus_tag	CDS	with_protein	WP_010952113.1	WP_010952113.1	imelysin family protein	354.0		PP_0909
gene	protein_coding	1051939	1053366	-		PP_RS04790	1428	old_locus_tag	CDS	with_protein	WP_010952114.1	WP_010952114.1	di-heme oxidoredictase family protein	475.0		PP_0910
gene	protein_coding	1053476	1053862	-		PP_RS04795	387	old_locus_tag	CDS	with_protein	WP_010952115.1	WP_010952115.1	hypothetical protein	128.0		PP_0911
gene	protein_coding	1053876	1054358	-		PP_RS04800	483	old_locus_tag	CDS	with_protein	WP_049586451.1	WP_049586451.1	hypothetical protein	160.0		PP_0912
gene	protein_coding	1054500	1055831	-		PP_RS04805	1332	old_locus_tag	CDS	with_protein	WP_010952117.1	WP_010952117.1	imelysin family protein	443.0		PP_0913
gene	protein_coding	1055990	1058041	-		PP_RS04810	2052	old_locus_tag	CDS	with_protein	WP_020192983.1	WP_020192983.1	GGDEF domain-containing phosphodiesterase	683.0		PP_0914
gene	protein_coding	1058291	1058887	-		PP_RS04815	597	old_locus_tag	CDS	with_protein	WP_003255187.1	WP_003255187.1	Fe-Mn family superoxide dismutase	198.0		PP_0915
gene	protein_coding	1059154	1059753	-		PP_RS04820	600	old_locus_tag	CDS	with_protein	WP_003255185.1	WP_003255185.1	LysE/ArgO family amino acid transporter	199.0		PP_0916
gene	protein_coding	1059855	1060745	+		PP_RS04825	891	old_locus_tag	CDS	with_protein	WP_010952120.1	WP_010952120.1	LysR family transcriptional regulator ArgP	296.0		PP_0917
gene	protein_coding	1060795	1061787	+		PP_RS04830	993	old_locus_tag	CDS	with_protein	WP_010952121.1	WP_010952121.1	NAD(P)-dependent oxidoreductase	330.0		PP_0918
gene	protein_coding	1061861	1062730	+		PP_RS04835	870	old_locus_tag	CDS	with_protein	WP_049586455.1	WP_049586455.1	hypothetical protein	289.0		PP_0919
gene	protein_coding	1062839	1063888	-		PP_RS04840	1050	old_locus_tag	CDS	with_protein	WP_010952123.1	WP_010952123.1	alkene reductase	349.0		PP_0920
gene	protein_coding	1063906	1064208	-		PP_RS04845	303	old_locus_tag	CDS	with_protein	WP_003255178.1	WP_003255178.1	helix-turn-helix transcriptional regulator	100.0		PP_0921
gene	protein_coding	1064359	1064943	+		PP_RS04850	585	old_locus_tag	CDS	with_protein	WP_010952124.1	WP_010952124.1	ACP phosphodiesterase	194.0		PP_0922
gene	protein_coding	1065056	1065844	-		PP_RS04855	789	old_locus_tag	CDS	with_protein	WP_010952125.1	WP_010952125.1	lysophospholipid acyltransferase family protein	262.0		PP_0923
gene	protein_coding	1065844	1066599	-	olsB	PP_RS04860	756	old_locus_tag	CDS	with_protein	WP_003255175.1	WP_003255175.1	L-ornithine N(alpha)-acyltransferase	251.0		PP_0924
gene	protein_coding	1066760	1067647	+		PP_RS04865	888	old_locus_tag	CDS	with_protein	WP_010952126.1	WP_010952126.1	hypothetical protein	295.0		PP_0925
gene	protein_coding	1067841	1068782	+		PP_RS04870	942	old_locus_tag	CDS	with_protein	WP_049586457.1	WP_049586457.1	AEC family transporter	313.0		PP_0926
gene	protein_coding	1068839	1070200	+		PP_RS04875	1362	old_locus_tag	CDS	with_protein	WP_003255172.1	WP_003255172.1	amino acid permease	453.0		PP_0927
gene	protein_coding	1070342	1071385	-		PP_RS04880	1044	old_locus_tag	CDS	with_protein	WP_010952128.1	WP_010952128.1	calcium/sodium antiporter	347.0		PP_0928
gene	protein_coding	1071446	1071820	-		PP_RS04885	375	old_locus_tag	CDS	with_protein	WP_010952129.1	WP_010952129.1	septal ring lytic transglycosylase RlpA family protein	124.0		PP_0929
gene	protein_coding	1071947	1073392	-	gatB	PP_RS04890	1446	old_locus_tag	CDS	with_protein	WP_010952130.1	WP_010952130.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	481.0		PP_0930
gene	protein_coding	1073404	1074855	-	gatA	PP_RS04895	1452	old_locus_tag	CDS	with_protein	WP_010952131.1	WP_010952131.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	483.0		PP_0931
gene	protein_coding	1074871	1075158	-	gatC	PP_RS04900	288	old_locus_tag	CDS	with_protein	WP_003255165.1	WP_003255165.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	95.0		PP_0932
gene	protein_coding	1075364	1076401	+	mreB	PP_RS04905	1038	old_locus_tag	CDS	with_protein	WP_003255163.1	WP_003255163.1	rod shape-determining protein MreB	345.0		PP_0933
gene	protein_coding	1076568	1077620	+	mreC	PP_RS04910	1053	old_locus_tag	CDS	with_protein	WP_079732573.1	WP_079732573.1	rod shape-determining protein MreC	350.0		PP_0934
gene	protein_coding	1077620	1078108	+	mreD	PP_RS04915	489	old_locus_tag	CDS	with_protein	WP_003255161.1	WP_003255161.1	rod shape-determining protein MreD	162.0		PP_0935
gene	protein_coding	1078141	1078752	+		PP_RS04920	612	old_locus_tag	CDS	with_protein	WP_010952134.1	WP_010952134.1	Maf family protein	203.0		PP_0936
gene	protein_coding	1078806	1080263	+	rng	PP_RS04925	1458	old_locus_tag	CDS	with_protein	WP_010952135.1	WP_010952135.1	ribonuclease G	485.0		PP_0937
gene	protein_coding	1080346	1084167	+		PP_RS04930	3822	old_locus_tag	CDS	with_protein	WP_010952136.1	WP_010952136.1	YhdP family protein	1273.0		PP_0938
gene	protein_coding	1084176	1085027	+		PP_RS04935	852	old_locus_tag	CDS	with_protein	WP_010952137.1	WP_010952137.1	carbon-nitrogen hydrolase family protein	283.0		PP_0939
gene	protein_coding	1085030	1086469	+	tldD	PP_RS04940	1440	old_locus_tag	CDS	with_protein	WP_010952138.1	WP_010952138.1	metalloprotease TldD	479.0		PP_0940
gene	protein_coding	1086527	1087048	-	yjgA	PP_RS04945	522	old_locus_tag	CDS	with_protein	WP_003255152.1	WP_003255152.1	ribosome biogenesis factor YjgA	173.0		PP_0941
gene	protein_coding	1087158	1088504	+	pmbA	PP_RS04950	1347	old_locus_tag	CDS	with_protein	WP_014589820.1	WP_014589820.1	metalloprotease PmbA	448.0		PP_0942
gene	protein_coding	1088749	1089150	+		PP_RS04955	402	old_locus_tag	CDS	with_protein	WP_012051310.1	WP_012051310.1	hypothetical protein	133.0		PP_0943
gene	protein_coding	1089143	1090519	+		PP_RS04960	1377	old_locus_tag	CDS	with_protein	WP_049586460.1	WP_049586460.1	class II fumarate hydratase	458.0		PP_0944
gene	protein_coding	1090547	1091008	+		PP_RS04965	462	old_locus_tag	CDS	with_protein	WP_010952141.1	WP_010952141.1	hypothetical protein	153.0		PP_0945
gene	protein_coding	1091010	1091621	+		PP_RS04970	612	old_locus_tag	CDS	with_protein	WP_014589823.1	WP_014589823.1	superoxide dismutase	203.0		PP_0946
gene	protein_coding	1091633	1092526	+		PP_RS04975	894	old_locus_tag	CDS	with_protein	WP_049586462.1	WP_049586462.1	ZIP family metal transporter	297.0		PP_0947
gene	protein_coding	1092554	1092826	-		PP_RS04980	273	old_locus_tag	CDS	with_protein	WP_010952144.1	WP_010952144.1	HPr family phosphocarrier protein	90.0		PP_0948
gene	protein_coding	1092845	1093699	-	rapZ	PP_RS04985	855	old_locus_tag	CDS	with_protein	WP_010952145.1	WP_010952145.1	RNase adapter RapZ	284.0		PP_0949
gene	protein_coding	1093702	1094166	-	ptsN	PP_RS04990	465	old_locus_tag	CDS	with_protein	WP_003255137.1	WP_003255137.1	PTS IIA-like nitrogen regulatory protein PtsN	154.0		PP_0950
gene	protein_coding	1094179	1094487	-	raiA	PP_RS04995	309	old_locus_tag	CDS	with_protein	WP_003255135.1	WP_003255135.1	ribosome-associated translation inhibitor RaiA	102.0		PP_0951
gene	protein_coding	1094567	1096060	-		PP_RS05000	1494	old_locus_tag	CDS	with_protein	WP_003255133.1	WP_003255133.1	RNA polymerase factor sigma-54	497.0		PP_0952
gene	protein_coding	1096236	1096961	-	lptB	PP_RS05005	726	old_locus_tag	CDS	with_protein	WP_010952146.1	WP_010952146.1	LPS export ABC transporter ATP-binding protein	241.0		PP_0953
gene	protein_coding	1096962	1097486	-	lptA	PP_RS05010	525	old_locus_tag	CDS	with_protein	WP_003255131.1	WP_003255131.1	lipopolysaccharide transport periplasmic protein LptA	174.0		PP_0954
gene	protein_coding	1097473	1098045	-	lptC	PP_RS05015	573	old_locus_tag	CDS	with_protein	WP_010952147.1	WP_010952147.1	LPS export ABC transporter periplasmic protein LptC	190.0		PP_0955
gene	protein_coding	1098054	1098578	-		PP_RS05020	525	old_locus_tag	CDS	with_protein	WP_010952148.1	WP_010952148.1	HAD family hydrolase	174.0		PP_0956
gene	protein_coding	1098591	1099565	-		PP_RS05025	975	old_locus_tag	CDS	with_protein	WP_010952149.1	WP_010952149.1	KpsF/GutQ family sugar-phosphate isomerase	324.0		PP_0957
gene	protein_coding	1099814	1100623	+		PP_RS05030	810	old_locus_tag	CDS	with_protein	WP_010952150.1	WP_010952150.1	ATP-binding cassette domain-containing protein	269.0		PP_0958
gene	protein_coding	1100623	1101420	+	mlaE	PP_RS05035	798	old_locus_tag	CDS	with_protein	WP_020192840.1	WP_020192840.1	lipid asymmetry maintenance ABC transporter permease subunit MlaE	265.0		PP_0959
gene	protein_coding	1101420	1101905	+	mlaD	PP_RS05040	486	old_locus_tag	CDS	with_protein	WP_010952152.1	WP_010952152.1	outer membrane lipid asymmetry maintenance protein MlaD	161.0		PP_0960
gene	protein_coding	1101915	1102562	+		PP_RS05045	648	old_locus_tag	CDS	with_protein	WP_010952153.1	WP_010952153.1	ABC transporter substrate-binding protein	215.0		PP_0961
gene	protein_coding	1102559	1102861	+		PP_RS05050	303	old_locus_tag	CDS	with_protein	WP_010952154.1	WP_010952154.1	STAS domain-containing protein	100.0		PP_0962
gene	protein_coding	1102979	1103218	+		PP_RS05055	240	old_locus_tag	CDS	with_protein	WP_003255121.1	WP_003255121.1	BolA family protein	79.0		PP_0963
gene	protein_coding	1103242	1104507	+	murA	PP_RS05060	1266	old_locus_tag	CDS	with_protein	WP_003255119.1	WP_003255119.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	421.0		PP_0964
gene	protein_coding	1104599	1105234	+	hisG	PP_RS05065	636	old_locus_tag	CDS	with_protein	WP_010952155.1	WP_010952155.1	ATP phosphoribosyltransferase	211.0		PP_0965
gene	protein_coding	1105521	1106846	+	hisD	PP_RS05070	1326	old_locus_tag	CDS	with_protein	WP_010952156.1	WP_010952156.1	histidinol dehydrogenase	441.0		PP_0966
gene	protein_coding	1106849	1107895	+	hisC	PP_RS05075	1047	old_locus_tag	CDS	with_protein	WP_010952157.1	WP_010952157.1	histidinol-phosphate transaminase	348.0		PP_0967
gene	protein_coding	1108011	1109195	-		PP_RS05080	1185	old_locus_tag	CDS	with_protein	WP_049586468.1	WP_049586468.1	alkaline phosphatase family protein	394.0		PP_0968
gene	protein_coding	1109335	1109985	+		PP_RS05085	651	old_locus_tag	CDS	with_protein	WP_010952159.1	WP_010952159.1	FadR/GntR family transcriptional regulator	216.0		PP_0969
gene	protein_coding	1109999	1111279	+		PP_RS05090	1281	old_locus_tag	CDS	with_protein	WP_049586471.1	WP_049586471.1	CynX/NimT family MFS transporter	426.0		PP_0970
gene	protein_coding	1111389	1111865	+		PP_RS05095	477	old_locus_tag	CDS	with_protein	WP_010952161.1	WP_010952161.1	nuclear transport factor 2 family protein	158.0		PP_0971
gene	protein_coding	1111858	1112199	+		PP_RS05100	342	old_locus_tag	CDS	with_protein	WP_049586473.1	WP_049586473.1	GIY-YIG nuclease family protein	113.0		PP_0972
gene	protein_coding	1112147	1113154	-	yejK	PP_RS05105	1008	old_locus_tag	CDS	with_protein	WP_010952163.1	WP_010952163.1	nucleoid-associated protein YejK	335.0		PP_0973
gene	protein_coding	1113524	1113805	+		PP_RS05110	282	old_locus_tag	CDS	with_protein	WP_003255106.1	WP_003255106.1	HU family DNA-binding protein	93.0		PP_0975
gene	protein_coding	1113853	1114806	-	rlmF	PP_RS05115	954	old_locus_tag	CDS	with_protein	WP_010952165.1	WP_010952165.1	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	317.0		PP_0976
gene	protein_coding	1114985	1117831	-		PP_RS05120	2847	old_locus_tag	CDS	with_protein	WP_010952166.1	WP_010952166.1	valine--tRNA ligase	948.0		PP_0977
gene	protein_coding	1117915	1118280	-		PP_RS05125	366	old_locus_tag	CDS	with_protein	WP_010952167.1	WP_010952167.1	hypothetical protein	121.0		PP_0978
gene	protein_coding	1118286	1118714	-		PP_RS05130	429	old_locus_tag	CDS	with_protein	WP_010952168.1	WP_010952168.1	DNA polymerase III subunit chi	142.0		PP_0979
gene	protein_coding	1118765	1120258	-		PP_RS05135	1494	old_locus_tag	CDS	with_protein	WP_010952169.1	WP_010952169.1	leucyl aminopeptidase	497.0		PP_0980
gene	protein_coding	1120560	1121675	+	lptF	PP_RS05140	1116	old_locus_tag	CDS	with_protein	WP_004575655.1	WP_004575655.1	LPS export ABC transporter permease LptF	371.0		PP_0982
gene	protein_coding	1121668	1122729	+	lptG	PP_RS05145	1062	old_locus_tag	CDS	with_protein	WP_010952171.1	WP_010952171.1	LPS export ABC transporter permease LptG	353.0		PP_0983
gene	protein_coding	1122876	1123364	-		PP_RS05150	489	old_locus_tag	CDS	with_protein	WP_003255094.1	WP_003255094.1	RDD family protein	162.0		PP_0984
gene	protein_coding	1123454	1123663	-		PP_RS05155	210	old_locus_tag	CDS	with_protein	WP_014589840.1	WP_014589840.1	cold-shock protein	69.0		PP_0985
gene	protein_coding	1124021	1125142	-	gcvT	PP_RS05160	1122	old_locus_tag	CDS	with_protein	WP_010952173.1	WP_010952173.1	glycine cleavage system aminomethyltransferase GcvT	373.0		PP_0986
gene	protein_coding	1125170	1126546	-		PP_RS05165	1377	old_locus_tag	CDS	with_protein	WP_010952174.1	WP_010952174.1	L-serine ammonia-lyase	458.0		PP_0987
gene	protein_coding	1126695	1129550	-	gcvP	PP_RS05170	2856	old_locus_tag	CDS	with_protein	WP_003255089.1	WP_003255089.1	aminomethyl-transferring glycine dehydrogenase	951.0		PP_0988
gene	protein_coding	1129562	1129945	-	gcvH	PP_RS05175	384	old_locus_tag	CDS	with_protein	WP_010952175.1	WP_010952175.1	glycine cleavage system protein GcvH	127.0		PP_0989
gene	protein_coding	1130249	1130716	-		PP_RS05180	468	old_locus_tag	CDS	with_protein	WP_014589844.1	WP_014589844.1	DoxX family protein	155.0		PP_0990
gene	protein_coding	1130709	1131482	-		PP_RS05185	774	old_locus_tag	CDS	with_protein	WP_010952177.1	WP_010952177.1	DNA-binding domain-containing protein	257.0		PP_0991
gene	protein_coding	1131479	1132312	-		PP_RS05190	834	old_locus_tag	CDS	with_protein	WP_010952178.1	WP_010952178.1	DUF692 domain-containing protein	277.0		PP_0992
gene	protein_coding	1132329	1132616	-		PP_RS05195	288	old_locus_tag	CDS	with_protein	WP_010952179.1	WP_010952179.1	DUF2282 domain-containing protein	95.0		PP_0993
gene	protein_coding	1132840	1133424	+		PP_RS05200	585	old_locus_tag	CDS	with_protein	WP_010952180.1	WP_010952180.1	sigma-70 family RNA polymerase sigma factor	194.0		PP_0994
gene	protein_coding	1133414	1134055	+		PP_RS05205	642	old_locus_tag	CDS	with_protein	WP_010952181.1	WP_010952181.1	DUF1109 domain-containing protein	213.0		PP_0995
gene	protein_coding	1134133	1135338	-	gltS	PP_RS05210	1206	old_locus_tag	CDS	with_protein	WP_010952182.1	WP_010952182.1	sodium/glutamate symporter	401.0		PP_0996
gene	protein_coding	1135466	1136974	-		PP_RS05215	1509	old_locus_tag	CDS	with_protein	WP_003255078.1	WP_003255078.1	sigma-54-dependent transcriptional regulator	502.0		PP_0997
gene	protein_coding	1137115	1137483	-		PP_RS05220	369	old_locus_tag	CDS	with_protein	WP_049588478.1	WP_049588478.1	DUF5064 family protein	122.0		PP_0998
gene	protein_coding	1137540	1138469	-	arcC	PP_RS05225	930	old_locus_tag	CDS	with_protein	WP_010952184.1	WP_010952184.1	carbamate kinase	309.0		PP_0999
gene	protein_coding	1138634	1139644	-		PP_RS05230	1011	old_locus_tag	CDS	with_protein	WP_010952185.1	WP_010952185.1	ornithine carbamoyltransferase	336.0		PP_1000
gene	protein_coding	1139714	1140967	-	arcA	PP_RS05235	1254	old_locus_tag	CDS	with_protein	WP_010952186.1	WP_010952186.1	arginine deiminase	417.0		PP_1001
gene	protein_coding	1141001	1142428	-	arcD	PP_RS05240	1428	old_locus_tag	CDS	with_protein	WP_010952187.1	WP_010952187.1	arginine-ornithine antiporter	475.0		PP_1002
gene	protein_coding	1142865	1144292	+	arcD	PP_RS05245	1428	old_locus_tag	CDS	with_protein	WP_003255067.1	WP_003255067.1	arginine-ornithine antiporter	475.0		PP_1003
gene	protein_coding	1144272	1144685	-		PP_RS05250	414	old_locus_tag	CDS	with_protein	WP_010952188.1	WP_010952188.1	YbaN family protein	137.0		PP_1004
gene	protein_coding	1144740	1145333	-		PP_RS05255	594	old_locus_tag	CDS	with_protein	WP_010952189.1	WP_010952189.1	biliverdin-producing heme oxygenase	197.0		PP_1005
gene	protein_coding	1145474	1148062	-		PP_RS05260	2589	old_locus_tag	CDS	with_protein	WP_049588480.1	WP_049588480.1	TonB-dependent receptor	862.0		PP_1006
gene	protein_coding	1148189	1149151	-		PP_RS05265	963	old_locus_tag	CDS	with_protein	WP_041166852.1	WP_041166852.1	FecR domain-containing protein	320.0		PP_1007
gene	protein_coding	1149241	1149753	-		PP_RS05270	513	old_locus_tag	CDS	with_protein	WP_003255059.1	WP_003255059.1	sigma-70 family RNA polymerase sigma factor	170.0		PP_1008
gene	protein_coding	1150010	1151011	-	gap	PP_RS05275	1002	old_locus_tag	CDS	with_protein	WP_010952192.1	WP_010952192.1	type I glyceraldehyde-3-phosphate dehydrogenase	333.0		PP_1009
gene	protein_coding	1151276	1153102	+	edd	PP_RS05280	1827	old_locus_tag	CDS	with_protein	WP_003255057.1	WP_003255057.1	phosphogluconate dehydratase	608.0		PP_1010
gene	protein_coding	1153099	1154058	+		PP_RS05285	960	old_locus_tag	CDS	with_protein	WP_010952193.1	WP_010952193.1	glucokinase	319.0		PP_1011
